1117784570000,1,0
1117784573000,1,0
1117784976000,1,0
1117784978000,3,0
1117788440000,2,0
1117788974000,2,0
1117789015000,2,0
1117794119000,3,0
1117815872000,4,0
1117815876000,4,0
1117888120000,3,0
1117901341000,5,0
1117901392000,5,0
1117902980000,5,0
1117903045000,5,0
1117905501000,5,0
1117905513000,5,0
1117905563000,5,0
1117919759000,5,0
1117919786000,5,0
1117919919000,5,0
1117920206000,5,0
1117920463000,5,0
1117921251000,5,0
1117922658000,5,0
1117923497000,5,0
1117925227000,5,0
1117928609000,5,0
1117930124000,5,0
1117930130000,5,0
1117930216000,5,0
1117930246000,7,0
1117931401000,5,0
1117931413000,5,0
1117931464000,5,0
1117931533000,5,0
1117931547000,5,0
1117933420000,5,0
1117934266000,5,0
1117934286000,5,0
1117934416000,5,0
1117934443000,5,0
1117935483000,5,0
1117935508000,5,0
1117935530000,5,0
1117935577000,5,0
1117935594000,5,0
1117935601000,5,0
1117935617000,5,0
1117936886000,5,0
1117936951000,5,0
1117936980000,5,0
1117937006000,5,0
1117937046000,5,0
1117938519000,5,0
1117938553000,5,0
1118016512000,3,0
1118016518000,3,0
1118025221000,1,0
1118025403000,1,0
1118026420000,1,0
1118026480000,1,0
1118026909000,1,0
1118027048000,1,0
1118027391000,1,0
1118027467000,1,0
1118058603000,5,0
1118058604000,5,0
1118058700000,8,0
1118060656000,5,0
1118068888000,5,0
1118095549000,5,0
1118095569000,5,0
1118095570000,5,0
1118095783000,5,0
1118095821000,5,0
1118118013000,5,0
1118118017000,5,0
1118118099000,5,0
1118118125000,5,0
1118118147000,5,0
1118118690000,5,0
1118129497000,5,0
1118129566000,5,0
1118139358000,4,0
1118153879000,5,0
1118153897000,5,0
1118197556000,3,0
1118217740000,1,0
1118231722000,3,0
1118236076000,5,0
1118236077000,5,0
1118238507000,5,0
1118247090000,5,0
1118289776000,5,0
1118289816000,5,0
1118289958000,5,0
1118297098000,3,0
1118300046000,5,0
1118300070000,5,0
1118309168000,3,0
1118317043000,5,0
1118317064000,5,0
1118482327000,7,0
1118482959000,7,0
1118483212000,7,0
1118483261000,7,0
1118483622000,7,0
1118483694000,7,0
1118484129000,7,0
1118484182000,7,0
1118484836000,7,0
1118485141000,7,0
1118485342000,7,0
1118485682000,7,0
1118485891000,7,0
1118486457000,7,0
1118487065000,7,0
1118487373000,7,0
1118487965000,7,0
1118488012000,7,0
1118488376000,7,0
1118489043000,7,0
1118489085000,7,0
1118489420000,7,0
1118489510000,7,0
1118489547000,7,0
1118489583000,7,0
1118489955000,7,0
1118490072000,7,0
1118490523000,7,0
1118490625000,7,0
1118490942000,7,0
1118491027000,7,0
1118491623000,7,0
1118491700000,7,0
1118494457000,7,0
1118494933000,7,0
1118495132000,7,0
1118495466000,7,0
1118495852000,7,0
1118495971000,7,0
1118496514000,7,0
1118496590000,7,0
1118496729000,7,0
1118496833000,7,0
1118497483000,7,0
1118498349000,7,0
1118498553000,7,0
1118498691000,7,0
1118498811000,7,0
1118498875000,7,0
1118499263000,7,0
1118499888000,7,0
1118500196000,7,0
1118500603000,7,0
1118500838000,7,0
1118501213000,7,0
1118501299000,7,0
1118501531000,7,0
1118502754000,7,0
1118503291000,7,0
1118503583000,7,0
1118632962000,3,0
1118645850000,8,0
1118655403000,7,0
1118655482000,7,0
1118655549000,7,0
1118655578000,7,0
1118655681000,7,0
1118655681000,7,0
1118655717000,7,0
1118655851000,7,0
1118655955000,7,0
1118655996000,7,0
1118656134000,7,0
1118656233000,7,0
1118656289000,7,0
1118656341000,7,0
1118656403000,7,0
1118678642000,5,0
1118704243000,5,0
1118704269000,5,0
1118704278000,5,0
1118704308000,5,0
1118711205000,7,0
1118711277000,7,0
1118711328000,7,0
1118711360000,7,0
1118711370000,7,0
1118711511000,7,0
1118711631000,7,0
1118711631000,7,0
1118711676000,7,0
1118711746000,7,0
1118711795000,7,0
1118711825000,7,0
1118711858000,7,0
1118712090000,7,0
1118712119000,7,0
1118712139000,7,0
1118712804000,7,0
1118712833000,7,0
1118712935000,7,0
1118713015000,7,0
1118713049000,7,0
1118713283000,7,0
1118713320000,7,0
1118713381000,9,0
1118713897000,7,0
1118713942000,7,0
1118713955000,7,0
1118713965000,7,0
1118714001000,7,0
1118714017000,7,0
1118714044000,7,0
1118714070000,7,0
1118714087000,7,0
1118714111000,7,0
1118714121000,7,0
1118714158000,7,0
1118714162000,7,0
1118714178000,7,0
1118714186000,7,0
1118714357000,7,0
1118715323000,7,0
1118715408000,7,0
1118715443000,7,0
1118715444000,7,0
1118715450000,7,0
1118715489000,7,0
1118715530000,7,0
1118715561000,7,0
1118715562000,7,0
1118715574000,7,0
1118715649000,9,0
1118715697000,9,0
1118715705000,7,0
1118715811000,7,0
1118715984000,7,0
1118715991000,7,0
1118715993000,7,0
1118715997000,7,0
1118716028000,9,0
1118716101000,9,0
1118716227000,9,0
1118716236000,9,0
1118716309000,9,0
1118716375000,9,0
1118716603000,7,0
1118716625000,7,0
1118716646000,7,0
1118716918000,7,0
1118716954000,7,0
1118716989000,7,0
1118717001000,7,0
1118717001000,7,0
